OP_CARRIER,ORIGIN,DEST,MONTH,DAY_OF_WEEK,CRS_DEP_TIME,DISTANCE,DEP_DELAY,ARR_DELAY
UK,ATL,LAS,4,6,2033,1633,-6.848169075741996,-2.764974175110667
DL,ICN,CCU,11,5,1045,1604,7.665803250041646,12.468705345512975
LH,ICN,ATL,5,3,340,2654,33.28164341152706,36.189752363165425
EK,SYD,PNQ,6,4,1234,278,12.85945692797327,0.16976793239283694
EK,MIA,LAX,2,6,2036,199,25.77621926879737,26.300333347804422
AS,MCO,CDG,5,4,216,1807,8.940883193925647,33.66239542811495
F9,DEN,COK,5,7,913,2614,45.57032647297053,47.66070679543434
6E,SYD,CDG,9,5,1742,2312,28.783155288308024,29.62384700596172
QR,BKK,JFK,3,2,1360,2218,16.89579716854578,33.45663925444295
AA,BKK,LAS,11,6,1078,1442,-15.0,1.389548195840419
NK,LAX,SEA,9,2,861,2608,21.811509239949718,14.54036438237964
NK,GOI,SFO,9,1,1496,2844,26.577658684167638,12.322540454986841
G8,CCU,CDG,7,5,2342,2563,26.474642859449517,29.77277767614565
UK,DEN,MEL,3,2,392,141,-15.0,-21.03954978349514
AS,PNQ,SIN,9,6,174,1526,3.651580359868185,-0.5523226687148233
NK,PNQ,ATL,10,2,1266,893,3.9098966693026784,-7.582147319042763
LH,HKG,LAX,7,7,1369,308,205.0029252398799,207.55638561690867
B6,DEL,SYD,2,1,1985,1168,31.46273804911025,46.993435748482355
UA,CCU,MAA,8,2,1255,2121,25.2564489167354,28.038623427711947
LH,SEA,LHR,7,2,2227,1428,49.74874409942381,57.22969459393855
SG,CDG,DXB,10,4,684,2339,103.38562898274874,101.69416465094102
AI,ATL,JFK,1,7,1264,2906,19.039782258085086,3.6562014588305765
LH,LHR,ICN,2,5,1140,1541,36.709899190195266,48.36380286327426
G8,SIN,DFW,12,5,994,2724,79.09796381841477,76.13285535599881
AS,ICN,AMD,2,5,1143,2796,-1.9725028536545905,-5.454094797221681
WN,MIA,ICN,10,6,1515,2469,50.715156006537754,50.62621163699153
QR,BLR,SIN,12,2,706,615,196.22205486232977,214.5903317702037
UK,PNQ,NRT,3,5,1119,732,20.029481388851224,16.94515535214139
WN,FRA,HYD,4,1,100,597,-5.776170955743063,-14.811996022000418
B6,NRT,LHR,2,4,719,2228,57.311379131891535,49.0630402281043
UK,ORD,ATL,8,5,1903,381,51.66456996761152,54.84261210686463
QR,BLR,MAA,8,4,1960,2534,-6.489149399125686,4.051376023809987
LH,MCO,MIA,5,6,1947,1891,74.0858695447397,66.78280893454564
6E,CDG,BOS,8,4,2323,1967,19.842741641847585,28.457307619703982
AS,MEL,MCO,2,2,1928,618,7.299818306417212,-15.38107720289646
LH,LAS,DFW,2,5,1872,601,69.6404081019679,75.04699994351131
F9,ATL,NRT,5,4,5,1628,10.588001841619185,5.168606304888892
DL,BLR,MEL,6,7,1801,2564,8.459226237925112,6.948617167243978
UK,DEN,BKK,7,3,171,2541,12.15901493790778,8.195990184390347
UA,DFW,DEN,8,6,473,1827,27.138025913394955,17.433290384609528
NK,ORD,KUL,8,3,1144,802,18.023689268371527,0.45058542160092685
AA,AMD,DFW,6,1,1509,2488,-11.509236437475789,-13.864597174258794
LH,AMD,CCU,3,1,852,2875,20.079823798385,9.78923378685747
F9,AMD,COK,10,6,688,2709,-15.0,-19.053922540066875
6E,PNQ,LAX,2,4,322,2411,25.743933004041626,32.303291347477774
LH,ORD,GOI,10,7,67,2181,-13.329054646772644,-5.899235990236539
BA,LHR,LAX,12,6,2000,184,0.38997313987698456,-11.701237823276053
6E,COK,CDG,5,6,1018,2889,-15.0,-24.61521778709187
SQ,MEL,COK,9,2,687,710,7.622093804287692,7.973770651806832
BA,COK,SEA,8,4,642,2635,-11.584615155168969,-25.851391288192005
QR,MIA,COK,2,3,40,2340,-10.138743793759467,-3.4319518983132724
NK,BKK,DEL,9,3,785,310,-15.0,-13.587612818745455
UK,KUL,PNQ,7,6,1187,445,-15.0,-1.4982052250322742
UK,BOM,LAX,8,5,594,515,-15.0,3.194547607866575
AA,CDG,DFW,4,4,1246,1295,5.626450380391347,11.710946605278888
UK,HKG,PNQ,10,7,1662,1570,8.137307712549436,8.463759071978668
NK,ATL,BLR,4,1,975,1334,20.930949308078976,20.747873245593397
SQ,MCO,HKG,11,7,2009,1129,8.70450862921529,-1.1690255448470168
DL,DXB,LAX,8,7,2012,1317,16.64598292140725,6.187609694621173
AA,BLR,ICN,2,2,1533,374,24.862364671001885,14.140267662656946
WN,LAS,BOM,11,1,928,1460,18.323869015783774,27.905735965775975
F9,ORD,ATL,8,1,1349,1167,11.945966885570687,12.705183397439342
LH,PNQ,SFO,1,1,2010,303,25.270351495834312,24.69955072479767
QR,NRT,HKG,4,4,769,1055,-14.530093446394444,-5.23403132569063
B6,ORD,NRT,11,2,575,347,3.084090095565478,-0.002135864550104394
AS,BLR,LAS,9,3,1211,1229,-15.0,-12.568654808561721
UK,DEN,GOI,6,1,1705,543,26.4899783338516,22.918521748305725
BA,DEL,FRA,12,1,518,1200,32.71902225849713,45.40599829159507
AI,HKG,MIA,12,3,401,2421,72.21212891417022,77.18301135108283
SQ,GOI,PNQ,3,1,1799,1280,-15.0,-13.71622683818588
F9,BLR,GOI,4,2,1693,456,-0.5282773574916169,-10.46772484929416
UK,SYD,AMD,1,2,251,183,25.624311789423903,20.231316460777123
EK,MIA,DEL,7,7,620,2452,15.096106018186303,12.189911096811894
LH,ICN,DFW,11,5,1417,750,16.272352404292562,4.163203697945622
EK,DEN,MEL,5,3,1630,2904,3.9860244265756997,3.2795100579134537
B6,BOS,FRA,6,4,2358,588,5.986839092676617,13.975964937438729
G8,FRA,CCU,3,6,70,616,27.141221059041506,34.22785506533495
AS,CCU,DFW,2,5,1242,865,16.5314665390199,15.815495951391897
EK,BOM,DFW,7,6,432,2564,11.164510908968207,12.373888517824312
AS,BLR,HYD,4,2,1356,1891,-15.0,-18.40886083258631
UA,MEL,CDG,9,5,1428,2252,4.053066743169045,7.100640183921753
BA,DXB,CCU,4,7,1228,1686,-5.017530280838227,-3.676142932364634
UK,LAX,GOI,1,6,1841,437,18.369384310931416,25.90313703262673
EK,ATL,LHR,12,4,2325,2908,-4.524712748765189,1.7956019017432014
DL,CDG,SYD,11,5,898,234,18.745809028347235,22.389121014513798
QR,MCO,BKK,11,5,2124,2916,-6.2371267931728,1.1979220489962596
NK,BLR,LAS,10,2,1142,2921,17.63721249944408,8.628991443671138
B6,KUL,MEL,12,6,1095,891,43.47970514286351,48.72215596278848
UK,SIN,PNQ,5,3,496,2583,-15.0,-16.39498549264686
LH,MAA,CDG,2,1,103,509,-7.210864598032528,-2.28995419470687
UK,MCO,LHR,11,3,2143,2712,15.293700119124097,15.783305155896025
SG,MEL,NRT,6,5,2294,2627,11.154334519095045,-1.999706295764696
AA,BOM,SIN,11,6,1119,168,0.8142239972869092,1.6017162855633382
AI,LAX,BOS,3,2,1544,2648,70.43094518339159,57.18815320039205
F9,CCU,SFO,10,7,1405,2808,14.106230042535582,24.615313477482644
EK,LAS,JFK,8,6,1596,2435,-11.15745111465106,-12.902590113994792
WN,BKK,SIN,5,6,2248,259,-15.0,-11.668732073179953
SG,CCU,MCO,5,1,445,1201,26.86407839240411,26.32924047502591
LH,DEL,NRT,9,1,1613,2160,48.91463507459615,46.33476084174649
F9,BOS,MCO,3,1,1263,2514,-15.0,-18.754671233406036
AA,DFW,LAX,11,4,1913,2411,24.993946930097334,17.10262142706769
QR,MAA,DEL,1,1,1491,681,21.00081027383222,18.983013840527825
B6,LAS,LHR,12,3,1186,2620,4.152202971866546,4.215708493196193
F9,HYD,BOS,11,3,838,1049,35.154068332111535,41.46962321256803
F9,DEL,DEN,6,3,130,1163,21.55096937847157,8.849145188529265
AI,LAS,SYD,10,4,2014,966,16.67466589732911,20.63180663172851
QR,AMD,MAA,3,1,1875,1705,-6.495773927831987,3.149177524796718
NK,BLR,SYD,6,6,5,2440,-15.0,-32.29552363054391
6E,SFO,MAA,10,1,1041,193,-15.0,-2.025606721019713
BA,ATL,BOM,6,1,1899,2520,-15.0,-26.819391462091133
UA,DEL,BLR,9,2,1641,2464,-0.6134963821886625,3.436502321416927
6E,AMD,KUL,9,5,1188,2888,-10.202151469684814,-6.455862974258659
F9,ORD,COK,10,7,1745,1291,1.0195485167251341,-0.1488066688341647
QR,COK,ORD,11,1,958,1205,16.629549700410283,2.8964810985129184
WN,LAS,SEA,8,1,1881,2525,4.481490521688124,-1.4176371689774125
UK,LHR,HKG,12,4,1450,2063,120.97233670333414,122.63721112636614
B6,CDG,SEA,12,3,532,1880,27.337765370813052,22.88827093546065
WN,MIA,MEL,11,4,442,2180,-6.773247708912615,0.5793816701385772
B6,DFW,ATL,2,2,24,2203,43.174357052194466,38.141654994826155
SQ,GOI,FRA,12,1,2071,1502,26.012663210243748,14.434225983408364
UK,LAX,MCO,11,6,648,1474,-9.003561227500985,-8.175221042986905
G8,MIA,HYD,7,3,599,1575,5.85960408765257,4.255353884760102
AS,FRA,DFW,5,5,624,2947,6.412252843591874,-0.4809570132927554
LH,ATL,MAA,1,6,2209,1858,-3.5953967065189505,23.448862256666377
6E,DFW,CCU,11,6,1937,1642,-10.087096154242609,-3.463099582936646
EK,MCO,CDG,10,2,2310,2144,-11.921885560131361,-3.577441117387975
SQ,DEL,MAA,9,1,741,2380,-15.0,0.686689866508237
6E,AMD,CCU,8,5,706,2121,14.878360734832864,7.167069534801296
AS,BKK,SEA,3,6,2053,810,21.881311838660523,20.179168811073243
DL,ICN,FRA,5,2,1559,1178,7.056791831139311,3.9853444459132286
6E,BOM,MIA,7,1,2311,897,-15.0,-16.081543940716028
B6,KUL,ICN,1,5,223,1723,25.65975406155342,10.097524904116629
AI,BOM,KUL,10,7,684,1004,13.875779986628803,25.569081995978518
AI,HKG,LAX,12,3,394,1380,32.172611380226314,23.18529744052028
BA,PNQ,MEL,7,3,1961,247,26.406395927250855,6.810065036801934
WN,LHR,MIA,11,4,15,2963,155.86675511037853,158.52443813297296
B6,BOS,SIN,6,5,1121,1859,-15.0,-35.99572989724891
QR,FRA,SYD,9,5,923,2211,37.01862173797902,45.58357669459096
F9,NRT,ORD,7,4,922,2369,53.974386395119325,57.205159887315695
G8,LAX,JFK,10,4,420,916,-8.093288220466103,-1.9182776610557397
AI,DXB,KUL,3,6,961,310,-9.307327357302308,-8.121633662268692
6E,HYD,MEL,3,2,259,2769,13.92966235320613,17.702077678546978
WN,DFW,CDG,1,6,1480,2462,16.92263015165279,13.444750761740696
WN,LAX,SYD,11,1,2263,2136,3.3813273225564178,-0.6660977490192135
G8,LAS,ORD,10,5,333,721,21.9548307598471,35.58381341570502
LH,SYD,BOM,2,7,8,1976,18.129643928377455,23.049942334732563
SG,BOM,BLR,10,7,1087,1785,16.81056093490655,27.225547313432692
DL,BKK,HYD,1,1,267,785,11.679423432861155,3.3757399803414767
B6,LAS,HKG,9,7,156,2317,10.344399519910445,5.817980631277858
G8,ATL,COK,5,5,2333,261,16.75650993394683,18.107150730900358
UA,LAX,PNQ,10,5,1226,1735,18.035609664203534,20.657572294217772
BA,LAX,HKG,10,7,40,503,4.351399280536646,16.798848459024356
BA,MEL,AMD,11,2,2382,263,-13.046605038623172,-17.53815475619418
UA,ATL,AMD,5,6,509,2653,-12.929761964776482,-8.718644449898209
AI,MCO,DEN,4,4,2351,2278,28.562969950654537,47.82340719278548
AA,BOM,SFO,7,2,1730,1400,13.024755385761612,21.37208335276939
EK,LAS,DEL,2,4,2324,1245,27.302442550617567,26.135718467792547
SG,LHR,MIA,5,1,891,1996,16.4307119843049,7.247653062885609
QR,NRT,MCO,2,4,1937,966,10.828588856633134,3.9939504128834207
NK,GOI,MAA,7,2,559,2889,1.1563627174421978,1.468513910387912
AS,BKK,BLR,12,3,1034,2582,13.368358359084565,13.929174577768089
UK,SIN,ICN,3,7,1179,2586,20.58721939925998,38.82935701239079
DL,GOI,SYD,9,2,2113,2388,-9.00363929872757,-12.033416844631217
G8,DFW,GOI,3,3,1704,1334,36.82973793087785,17.075579147923204
AA,KUL,DEL,12,1,2318,1263,17.14205842094888,22.410260205745303
SQ,JFK,MEL,2,3,2302,1162,31.658832335471658,36.315493164557594
F9,SFO,ORD,12,4,1394,2004,1.0941483101291118,12.577767829830309
QR,BLR,AMD,4,3,2317,504,-15.0,3.5406164258744823
SQ,MEL,FRA,4,7,2010,2627,-15.0,-21.910067611394247
F9,MIA,SFO,7,2,783,954,21.606869017553713,18.431061572053096
DL,CCU,ATL,10,6,1191,2590,-8.765387749301228,-10.348935550381528
SG,LHR,DEN,11,1,2083,935,26.206223041789446,24.356683821212233
F9,ORD,MAA,2,4,1417,1320,170.6383346794101,174.82511957502737
G8,GOI,FRA,6,2,1921,2354,28.28554091910046,17.69457009005918
AA,DXB,SFO,9,7,416,2964,-14.139035998596706,-14.409677076861358
QR,SYD,CCU,4,3,561,1734,29.91978360700412,25.1173045232375
B6,FRA,ATL,1,4,14,609,29.16619090810746,28.419143840416325
AA,NRT,ATL,8,1,1498,899,-15.0,-24.838085627259197
UK,HYD,MIA,8,5,1180,177,-0.5605468779875817,-5.2667831727626915
B6,LAS,BOS,6,4,1616,876,5.288900348640103,14.068832742829812
BA,GOI,JFK,6,6,418,1102,13.995781673709809,14.818123077905394
DL,CCU,SFO,4,3,985,1616,31.414182514803898,33.9744754856071
SQ,LAS,BOS,6,4,2364,2263,1.702510243202843,-3.084132306802318
SG,SIN,ATL,7,5,89,2192,18.079866092077513,15.566217104100847
6E,SEA,COK,5,4,36,2217,-15.0,-21.96952929025988
UA,NRT,BKK,2,7,1240,2803,11.905559434068284,8.04972566105692
G8,BOS,BOM,10,6,1613,2115,14.145589391458735,13.907399021601853
G8,LAS,MCO,9,7,1739,136,15.983445204203225,42.13340807006727
UA,DEN,SYD,8,1,722,127,-15.0,-15.134240504930217
6E,SIN,ORD,3,7,1375,2006,2.799126498023833,-15.906350093598578
WN,ORD,BLR,5,1,293,709,1.5793343775160373,9.645663243117761
LH,MIA,LAS,1,6,1034,1686,-15.0,-32.67086244498596
AA,CDG,CCU,7,4,789,2392,-15.0,-16.951288131188537
SQ,AMD,DEL,5,6,366,633,27.571986437128388,38.2762312867576
DL,CDG,FRA,10,7,474,1824,-15.0,-25.19663747634919
QR,SIN,HKG,4,4,1393,701,-14.019698535080355,-25.684433089616444
NK,LHR,DFW,6,1,969,729,-0.3290340316307123,-23.321534307204963
G8,MAA,ICN,11,3,1700,2094,-9.931616691268742,-28.28125464815804
UA,ATL,LHR,5,4,1549,1374,-11.591542918680462,-1.8849288194781373
UA,KUL,FRA,12,4,1096,1296,-9.791732061543387,-2.3423519162067983
G8,SIN,BLR,8,4,1338,182,-9.737041785413213,-16.45323224664463
WN,MEL,BOS,12,3,1930,1257,44.84940340917942,26.905253160650947
BA,PNQ,KUL,5,2,140,2694,-14.956304288814954,-4.46817626784695
F9,DXB,SFO,1,2,337,1784,51.47868036730402,46.67493692113732
F9,HKG,HYD,3,7,1825,1180,24.362662968257595,39.514249138751225
BA,CCU,SEA,6,7,775,1338,84.90616030133708,79.30429655145383
DL,KUL,ICN,5,7,644,1188,24.483313981458274,24.620327780088907
AI,HKG,MEL,6,1,2332,2033,20.59923485330108,12.570335325485203
G8,CDG,DFW,2,5,1256,2916,32.284163744246875,33.579807937458746
UK,FRA,NRT,2,6,435,1401,34.1351553563621,46.03792877672368
DL,FRA,DEN,9,3,181,2120,12.955090890254022,16.86098127050309
AI,HYD,SIN,3,5,2363,1410,-15.0,-33.547909519893224
AA,BLR,NRT,1,2,2178,103,-2.7912518815357963,-30.631980670178443
AS,DEL,CCU,7,2,1845,777,34.23721214573361,24.777129278626468
DL,COK,HYD,10,1,2209,1376,-15.0,-14.869028127774333
UA,DXB,DFW,10,4,2188,1578,-11.6337602236722,-11.161876805038503
SQ,ATL,BLR,2,7,1636,1998,21.97674938233904,27.87713909590964
NK,LAS,MCO,12,7,1351,2544,71.39335028883568,80.19217728515805
G8,LAX,CDG,7,7,436,2426,146.3757348126313,149.05782222498485
BA,BOM,BLR,2,5,1190,2935,-15.0,-17.110172295598055
G8,ORD,MIA,1,7,1798,997,47.629519051171926,52.68816191932056
UK,DFW,HKG,11,2,619,1883,-8.9216873012683,-7.245851226268375
LH,AMD,CCU,9,2,426,803,19.710082648833634,-7.6884575266646
SG,MCO,DFW,3,2,1695,2409,37.08487424608115,22.511684465649022
NK,ORD,CDG,12,6,944,1169,71.96180441381291,73.92239711862437
G8,BOM,FRA,7,5,2274,1380,13.487034894535785,23.748547987465464
6E,AMD,MAA,6,6,1455,1839,-15.0,-35.2940410082697
6E,SFO,PNQ,5,4,1203,2754,13.749228794866958,8.911737010236656
G8,DFW,FRA,4,4,1512,1634,-13.83598477185894,-20.792690321697695
LH,ATL,AMD,7,4,90,2304,16.05740442473153,19.800906001207814
NK,DXB,DEN,4,6,1057,1134,-7.68431047065455,-12.468615465512746
WN,DEL,SYD,1,3,1921,2993,10.175885483019524,19.716279031646266
LH,MCO,ATL,5,3,1195,1622,-15.0,-30.527043532969294
WN,BKK,ORD,8,2,2327,1240,15.437897509916656,23.11512694113123
QR,SYD,KUL,2,2,1091,2027,11.953677719541798,0.945635797485199
F9,SIN,LHR,4,4,1440,1382,-3.253183370477844,0.5479424305931513
F9,DEL,BLR,4,5,667,1531,14.59957924091833,10.497909516008916
SQ,AMD,BOM,7,2,1317,640,-6.320588475819227,-9.370728879358964
QR,PNQ,SEA,10,6,1902,2606,9.9899754613921,-5.116717226373888
AS,DFW,BKK,10,3,1465,2880,-0.12781026534115592,5.201896964458072
AI,AMD,MAA,5,1,202,1414,26.633018637496992,8.059380159304098
BA,BKK,MEL,8,1,2149,2539,8.239954690437317,7.860704709129786
AI,AMD,DXB,12,4,1277,467,79.64597895942434,79.03038969053236
LH,FRA,CCU,2,2,1804,2041,23.87798746558172,13.595948823035394
WN,BOS,MCO,3,7,1796,2574,16.282039601980067,14.877747092006109
SQ,BOS,SEA,12,6,1473,2151,23.982487452852908,22.59993788413673
SG,HYD,GOI,8,3,646,1606,22.435898706668013,28.870081553308754
EK,MEL,AMD,7,7,926,2881,8.12562312005752,4.377740165189286
LH,SEA,BOS,5,4,2368,2882,1.8582247391621314,-6.389769340591987
G8,DXB,SFO,10,3,902,2993,9.589334588882743,5.26410205295636
AI,LAS,DEN,8,6,488,2624,6.352520084526592,18.565900798055985
BA,DEL,CCU,2,5,839,1252,12.828871985807687,-4.574412006826709
F9,MEL,HYD,9,7,245,1899,1.8157835870887329,5.529974535553134
EK,HYD,NRT,12,5,2363,2978,-15.0,-15.687656686337814
SQ,BLR,HKG,5,6,1449,568,-2.66522162533325,-7.88329473159049
NK,BKK,HKG,5,5,71,653,22.765423206167366,23.370972897895204
SG,DFW,DEN,10,7,1322,510,51.978187686646336,63.232830876545506
UA,LAX,MIA,3,2,1346,2816,8.929582243079276,11.438195441321504
NK,CDG,FRA,12,4,1262,980,50.98951587491278,44.89481157166655
B6,CDG,ICN,9,5,1856,397,44.09330400076406,18.5497936469547
AI,SIN,DEN,12,1,2081,586,-10.121187754733882,-28.76138981151989
G8,JFK,BOS,12,5,2314,1654,44.47131200977064,26.49715093765892
BA,SFO,ATL,4,2,876,2162,46.40878024545256,44.86103410791285
DL,HKG,FRA,4,2,1114,2034,15.46075040282139,19.220536917643646
UA,GOI,DXB,7,1,2198,951,26.569712459553024,27.02625400413517
UK,BOS,CDG,10,1,1276,2587,-7.16456705420288,-5.253077404627987
AS,MIA,BLR,1,3,361,806,21.510828373177265,17.525306951496376
DL,MEL,DFW,11,7,1963,717,8.06082994943165,9.348031819177134
BA,SFO,BKK,5,3,787,2852,18.601912064831687,30.180774482569674
B6,DXB,SIN,12,1,1240,2903,54.20523527500774,54.46525081265621
UK,ATL,SYD,9,7,730,1855,23.09344463255117,20.48036035252144
WN,PNQ,FRA,2,4,583,2055,11.847815898734082,10.106645295862734
EK,KUL,LHR,7,5,1960,1578,-15.0,-17.789013182362012
LH,MEL,MAA,6,3,15,2361,-0.6121435482028978,-11.323821880445822
UK,PNQ,JFK,6,7,48,1003,0.3803739831650246,16.742185597669582
G8,BOM,MCO,11,1,672,1485,-15.0,-1.7991132253526452
LH,LAX,CDG,12,1,1667,2550,29.69391899790998,38.16723442448205
SQ,SIN,JFK,2,6,2043,1039,-12.302551944104371,-14.31500831673056
6E,MIA,COK,11,5,431,2942,28.61365323086819,18.459850610083166
AS,ORD,SEA,4,7,2231,1400,-6.066594992254034,5.006460610846519
LH,MCO,AMD,11,5,1079,2450,21.11700337785571,32.02413885373308
UK,DEL,HKG,10,4,467,1122,25.46914777748348,24.995955293905713
AI,BKK,DEL,4,4,1375,2126,-15.0,-6.919472389943092
DL,SIN,DXB,4,7,1346,1164,-13.808574847794489,-19.96661292438727
BA,CDG,NRT,2,3,1221,2998,20.308175682594403,28.130968809622576
BA,SYD,MIA,1,4,1433,2471,12.541046128930828,19.70120735433823
SG,ATL,SIN,10,1,2129,1135,32.60522650234235,33.71857680914686
UA,SEA,LAX,7,6,1011,432,-13.146144261344364,-17.044668918453404
DL,BKK,SEA,9,7,858,2732,13.481043047874259,-3.8713717186956984
EK,SIN,SYD,5,1,2026,2505,-15.0,-33.41255654564438
AA,CDG,AMD,4,6,2216,2817,10.445042447936679,6.404969311140596
AS,COK,HKG,6,3,646,1479,-11.734678444886066,-29.57917121962349
NK,SYD,ATL,10,7,1092,2242,27.388173249621186,18.98074369804288
DL,KUL,HKG,11,3,729,959,-15.0,-6.9549438982011385
DL,SYD,BOS,3,2,1994,979,6.299553294372336,15.919756540510766
SQ,SEA,GOI,12,7,216,944,28.077592420628687,32.280697650032465
B6,BLR,PNQ,11,7,168,223,5.307507129073347,-3.986579562000145
G8,COK,SFO,3,7,1591,1813,2.514088763729654,32.95416596024531
SQ,MAA,ATL,11,7,557,848,-15.0,-23.343490002823216
AA,LHR,GOI,4,1,1623,2527,18.219161739855185,6.8119755409116785
UA,LHR,SFO,10,4,517,345,8.493633177952429,0.8682775832324072
QR,MCO,MAA,12,3,1628,2699,18.572672808117705,11.376518031676298
LH,MAA,BOS,8,2,1669,1957,4.2815563763948985,13.001912625940466
F9,CCU,COK,8,1,222,1042,45.522733804887466,25.012180171460514
SG,NRT,BOM,12,2,1642,1925,43.32753412250255,26.477879697783457
F9,HYD,ORD,7,6,1048,2219,-4.669742656429305,-0.4599719290128119
AS,DEN,PNQ,1,5,1587,1087,-11.994754586544829,-26.03481304941024
AS,BLR,ICN,1,5,1514,1320,27.63095896243205,22.052007035566877
DL,DEN,HKG,6,2,667,1798,14.738158320046,15.638287332989501
6E,DEL,GOI,1,2,1635,296,18.490742576481058,1.4548703427785128
6E,JFK,MIA,9,2,2292,1875,-5.465247853812908,-6.418878428756146
AI,LAX,SYD,10,2,960,2120,18.793473917307736,20.299679291481407
UA,SYD,DFW,9,4,331,1816,17.763745220271705,18.147045631088535
DL,JFK,AMD,4,5,28,1756,-1.7139967054873333,14.863037396412416
WN,MEL,ATL,12,4,1061,1538,25.337849384105947,36.472316953092474
F9,LAX,SYD,7,1,1915,2431,38.957341683505646,40.13194858887906
AI,DEL,ICN,5,4,410,1966,15.063125912091518,27.37265509597983
DL,HKG,ATL,2,5,1756,2511,29.183443720464496,32.0077112930596
BA,SFO,DEN,5,3,1140,605,31.738486479842717,34.46367056690885
AS,SEA,DEN,11,4,2181,2335,3.6174325351065306,-5.8003818142060695
F9,CDG,BOS,6,1,956,1572,38.65518569862716,39.878536606674416
UA,SYD,DEN,5,5,1640,2035,6.59526574708814,18.638242699439672
SG,DXB,MAA,1,7,280,270,33.16311102168103,33.850315525911604
B6,CDG,HYD,10,5,1536,154,37.72029638476055,44.19534468929427
UK,BOS,KUL,3,4,531,2052,-15.0,-26.74775180802193
SG,DEL,GOI,8,5,1615,1973,-4.574324996179307,-5.427349959933475
B6,FRA,MEL,2,7,1369,1252,20.573113498752107,37.48539136228477
UA,ORD,ATL,9,3,258,1704,30.117347900364024,26.570252051820237
AI,MAA,PNQ,4,6,89,288,4.042131113750323,-9.394538815476942
QR,NRT,DXB,3,3,809,2903,13.603311186094892,16.317008745974835
UK,PNQ,LAS,8,1,378,1478,-7.682767037388046,-1.6865507295676512
WN,KUL,BOM,1,4,735,2501,27.020229599502187,21.897499876585663
NK,DXB,SEA,9,2,564,2431,-14.791674909943989,-5.703272040170077
SG,SEA,MCO,10,6,2191,2926,-15.0,4.712499553916022
DL,KUL,SEA,6,2,718,2357,-1.5227816434899477,12.857775548127433
UK,DEN,GOI,5,1,550,1051,20.01845638004192,40.14161738345547
AI,MCO,MAA,12,1,541,1553,-5.638997570509067,-26.266817121896878
AS,DEN,DXB,1,5,1331,2914,26.00368076883897,28.069529479747032
NK,BOS,NRT,4,7,291,1140,4.2198258568641505,5.851094752595451
AS,ORD,AMD,7,6,2374,121,-10.266932709602354,-7.845763400674651
QR,HKG,BKK,4,6,2215,286,-15.0,-3.914031240249944
G8,MIA,BKK,9,7,1455,116,13.37901609479849,17.628060088606375
AI,GOI,HYD,7,3,2094,1860,-15.0,-17.035655173319803
WN,MEL,CDG,12,5,1347,2290,63.4301488007872,76.16278385183227
WN,MEL,HYD,9,3,724,1977,-15.0,-17.048833362996973
G8,DFW,BOS,9,7,933,2352,25.155047673028367,30.89607724100224
SG,JFK,DEL,10,6,1410,1630,152.81402670231975,165.53143913597305
DL,ATL,DFW,2,4,2277,2268,20.430556213853016,20.69618629890786
AS,MIA,CCU,10,7,1473,778,2.4051189471946133,-4.191112873062858
UK,ATL,NRT,2,5,1128,2673,-15.0,-13.724337078201525
F9,PNQ,HKG,11,2,2274,1296,-15.0,1.5083491584178539
B6,DFW,CDG,9,4,1759,2486,9.080159684574351,26.060271777808143
AI,PNQ,CDG,6,6,1131,471,-5.778370560054923,-12.7830255183237
WN,LAS,NRT,6,6,1474,1586,-15.0,-14.134070885197263
AI,BOS,LAX,5,1,1494,399,44.057046245220675,57.202421619527684
UK,ATL,NRT,3,5,873,338,-9.80149051008496,-23.35024336451865
WN,ICN,LHR,5,2,963,2527,29.695846386338026,17.050385426474204
LH,BOM,KUL,12,1,1957,1289,117.34969935938165,105.79822226736246
DL,PNQ,AMD,5,7,198,1000,5.811158291979463,-0.9774081986907559
G8,ICN,LHR,10,7,463,1847,16.267484117893304,17.225933501727724
SQ,MIA,BKK,10,6,495,411,-15.0,-17.413599287902983
F9,MIA,LHR,1,7,97,956,-8.396467518381742,-2.6032418490474116
AS,ORD,MCO,10,6,1439,606,-10.699813048362063,-21.15845024872816
AI,DXB,GOI,4,7,30,2103,9.575107767387209,16.500400394497028
SG,BOS,LAS,2,4,518,959,1.8852449139194345,-20.84710483515216
UK,DEL,JFK,2,4,420,2717,36.646920762357716,47.796794072850886
DL,CCU,SFO,1,1,1914,185,64.45576707029724,75.20354783793545
DL,AMD,ICN,1,4,1844,2404,-15.0,13.875892120800973
SG,FRA,SIN,3,6,1596,2896,24.639113412712398,19.738976911309337
F9,BOS,LAS,9,5,88,2730,10.329003176139473,24.74359645282842
AS,ICN,LAS,9,4,559,2635,119.37270418632329,104.91728336552606
QR,ATL,BKK,6,7,702,1916,-15.0,-7.343873730912969
SG,DEL,DEN,6,3,2193,842,-3.671323908437099,0.9983577989282928
AS,LAS,ORD,12,3,1593,1078,18.11480519846963,21.84095990232873
EK,PNQ,GOI,11,2,210,1756,11.990618302157774,17.047455853372437
AS,BOM,KUL,3,3,824,1557,131.03656797611183,121.84966693842145
6E,BOM,LAX,5,7,2070,2834,22.02022312140681,17.674754774759965
EK,MAA,ATL,5,1,1819,1664,29.376846855296392,23.2761759660502
B6,AMD,BKK,10,2,2195,1598,22.46631095606457,7.224367870108544
